question,answer,disease,reference_url
What should I do if I experience the symptoms of cavernous sinus thrombosis?,"If you experience severe headache that is not relieved with painkillers or is getting worse; a headache that feels worse when you lie down or bend over; eye pain or swelling of one or both eyes; a rash that looks like small bruises or bleeding under the skin; shortness of breath, chest pain, leg swelling or persistent abdominal pain, call 111 immediately to seek medical advice.",cavernous_sinus_thrombosis,https://www.nhs.uk/conditions/cavernous-sinus-thrombosis/
What treatments are available for cavernous sinus thrombosis?,"Cavernous sinus thrombosis needs treatment in hospital. Antibiotics, which are the main treatment, are given through an intravenous drip directly connected to one of your veins. Anticoagulants may also be given to help dissolve the clot and prevent further clots. Corticosteroids, which can reduce inflammation and swelling, can also be prescribed to some patients. In case of infection spreading from other parts of face/skull, surgery may be necessary to drain away pus.",cavernous_sinus_thrombosis,https://www.nhs.uk/conditions/cavernous-sinus-thrombosis/
Can cavernous sinus thrombosis cause complications?,"Yes, cavernous sinus thrombosis is a very severe condition. Even with prompt treatment, some people with the condition may die while others who survive may develop long-term health problems due to damage to their brain, such as persistent headaches and fits or some degree of vision loss.",cavernous_sinus_thrombosis,https://www.nhs.uk/conditions/cavernous-sinus-thrombosis/
Who is at risk of developing cavernous sinus thrombosis?,"Cavernous sinus thrombosis can affect people of all ages, but it is thought to be very rare. Women are more likely to develop this condition, especially those who are pregnant or taking the oral contraceptive pill, as these factors can make women more vulnerable to blood clots.",cavernous_sinus_thrombosis,https://www.nhs.uk/conditions/cavernous-sinus-thrombosis/
How is cavernous sinus thrombosis diagnosed?,"An examination will help diagnose cavernous sinus thrombosis, and further tests may include a CT scan or an MRI scan and blood tests. These tests will help identify the presence of the blood clot or infection that may have caused it.",cavernous_sinus_thrombosis,https://www.nhs.uk/conditions/cavernous-sinus-thrombosis/
Can cavernous sinus thrombosis occur after vaccination?,"In very rare cases, cavernous sinus thrombosis can occur after having some types of coronavirus (COVID-19) vaccine. Symptoms can appear between 4 days and 4 weeks after vaccination.",cavernous_sinus_thrombosis,https://www.nhs.uk/conditions/cavernous-sinus-thrombosis/
How long does the treatment last for cavernous sinus thrombosis?,"Several weeks of antibiotic treatment are usually necessary to ensure the infection has cleared, but it can take a long time to recover fully, and it may be several months before you're well enough to leave the hospital. Some people may also need to take anticoagulant tablets for a few months or longer after leaving the hospital.",cavernous_sinus_thrombosis,https://www.nhs.uk/conditions/cavernous-sinus-thrombosis/
What is cellulitis?,"Cellulitis is a skin infection that causes pain, redness, and swelling in the affected area of the skin. It is usually caused by bacteria and can be serious if left untreated.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
What are the symptoms of cellulitis?,"The symptoms of cellulitis include pain, redness, and swelling of the skin which can be hot to the touch. In severe cases, the skin can also be blistered, and you may experience swollen, painful glands.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
How is cellulitis treated?,"Cellulitis is typically treated with antibiotics, usually in tablet form. For mild cases, this treatment can last around a week, and for severe cases, hospital treatment may be needed. It is important to finish the full course of antibiotics even if symptoms improve.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
What can I do to help speed up recovery from cellulitis?,"There are several things you can do to help speed up recovery from cellulitis, including taking pain relief medication such as paracetamol or ibuprofen, elevating the affected body part to reduce swelling, keeping the affected skin clean and well moisturized, and drinking plenty of fluids to avoid dehydration.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
What are the complications of cellulitis?,"If cellulitis is not treated quickly, the infection can spread to other parts of the body and become life-threatening. Symptoms such as a very high temperature, fast heartbeat or breathing, confusion, disorientation, or cold, clammy or pale skin require immediate medical attention.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
Can cellulitis recur after being treated?,"In some cases, cellulitis can recur. For those with recurring cellulitis, low-dose long-term antibiotics may be prescribed to prevent reinfection. It is also important to take preventative measures such as keeping skin clean and moisturized and avoiding cuts and scrapes.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
What causes cellulitis?,"Cellulitis is usually caused by bacteria that infect the deeper layers of skin through a break caused by an insect bite, cut or crack. It is not contagious and cannot be caught from another person.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
What are the risk factors for developing cellulitis?,"People who are overweight, who struggle to move around, who have a weakened immune system or lymphoedema, who inject drugs, or who have previously had cellulitis are all at higher risk of developing the condition.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
Can cellulitis be prevented?,"There are several measures that can be taken to prevent cellulitis, such as keeping skin clean and moisturized, cleaning cuts and wounds using antiseptic cream, preventing cuts and scrapes by wearing appropriate clothing and footwear, and treating athlete's foot promptly.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
Where can I get help if I suspect I have cellulitis?,"If you suspect you have cellulitis, it is important to seek medical advice as soon as possible. You can go to 111.nhs.uk or call 111 for urgent advice, or visit your GP for mild cases. In severe cases, call 999 or go to A&E immediately.",cellulitis,https://www.nhs.uk/conditions/cellulitis/
What is cerebral palsy?,"Cerebral palsy is a group of lifelong conditions that affect movement and coordination caused by a problem with the brain that develops before, during or soon after birth.",cerebral_palsy,https://www.nhs.uk/conditions/cerebral-palsy/
What are the symptoms of cerebral palsy?,"The symptoms of cerebral palsy include delays in reaching development milestones, excess stiffness or floppiness, weak arms or legs, fidgety, jerky or clumsy movements, random, uncontrolled movements, walking on tiptoes, and a range of other problems such as swallowing difficulties, speaking problems, vision problems and learning disabilities.",cerebral_palsy,https://www.nhs.uk/conditions/cerebral-palsy/
